Column1,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,from_CSD,public,DISORDER,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,cluster_assignment
5263,LECGAD_freeONLY,4.13407,3.39901,4.11483,1.17335,649.425,553.478,2.24313,1.91173,0.5284,0.450334,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5264,LECGEH_freeONLY,4.6023,3.18721,4.59587,1.19501,0.0,0.0,616.711,516.072,0.4996,0.418072,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5272,LEDNIT_charged,4.72844,4.15581,4.72844,2.17734,316.677,145.442,0.0,0.0,0.4404,0.202265,0.0,Tm,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5278,LEJBUX_freeONLY,6.05025,4.45818,6.02452,1.15223,2105.27,1827.12,0.0,0.0,0.6934,0.601787,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5304,LEQQEE_freeONLY,5.49128,3.18412,4.97136,1.13313,0.0,0.0,833.069,735.192,0.5202,0.459082,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5339,LEYLUX_freeONLY,4.05204,2.99907,4.05131,1.54117,0.0,0.0,351.706,228.207,0.4814,0.31236,0.0,"Cu,Ag",Yes,"Cu,Ag",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5345,LEZJOQ_freeONLY,6.98318,4.55304,6.95995,1.61528,389.786,241.312,156.551,96.9186,0.4644,0.287504,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5369,LIHSIF_freeONLY,4.51896,2.5942,4.51896,1.93607,0.0,0.0,481.798,248.853,0.471,0.243276,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5405,LIVWAQ_freeONLY,5.90832,4.03567,5.90832,1.60342,1467.86,915.456,0.0,0.0,0.615,0.383556,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5453,LOLQIM_freeONLY,4.98566,2.73336,4.98566,1.79928,0.0,0.0,762.52,423.793,0.516,0.286782,0.0,"Ge,Zn",Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5459,LOMLUV_freeONLY,4.32302,2.4422,4.22278,2.35122,0.0,0.0,229.597,97.6503,0.3768,0.160257,0.0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5541,LULVOF_freeONLY,5.17234,3.93529,5.17234,1.20763,463.383,383.712,171.595,142.093,0.474,0.392504,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5557,LUNWEW_freeONLY,5.21025,3.12517,5.06871,1.32697,0.0,0.0,999.689,753.362,0.5554,0.418548,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5560,LUPHIN_freeONLY,4.66874,2.56897,4.66771,2.33001,0.0,0.0,486.373,208.743,0.4008,0.172017,0.0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5570,LURRUM_freeONLY,8.4742,7.38349,8.24096,1.53799,1630.49,1060.14,0.0,0.0,0.5978,0.388689,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5580,LUSYEF_freeONLY,8.10358,5.80016,8.10358,0.775208,2417.93,3119.07,0.0,0.0,0.7002,0.903242,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5697,MAKHAJ_freeONLY,5.36353,4.34017,5.23294,1.65348,1412.13,854.037,0.0,0.0,0.5972,0.361179,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5740,MARNUR_freeONLY,3.87551,3.35146,3.87331,1.60434,204.709,127.597,0.0,0.0,0.4222,0.263162,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5756,MATVIN_freeONLY,3.96403,2.68633,3.96403,1.62281,0.0,0.0,287.453,177.133,0.4138,0.25499,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5798,MEGBEH_manual,9.9497,6.81571,9.9489,0.994874,2116.8,2127.71,0.0,0.0,0.683,0.686519,0.0,"Mn,Cd",Yes,"Mn,Cd",manual,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5845,MICNAO_freeONLY,5.38514,2.4818,5.31991,1.17465,0.0,0.0,1015.15,864.217,0.5228,0.445069,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5846,MICNES_freeONLY,5.22596,3.22734,5.21195,0.972071,0.0,0.0,1275.14,1311.77,0.6024,0.619708,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5848,MICNOC_freeONLY,4.78165,2.89559,4.76167,1.0648,0.0,0.0,900.042,845.267,0.5808,0.545454,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5854,MIDSEZ_freeONLY,4.5902,2.92525,4.4978,1.17183,0.0,0.0,627.09,535.137,0.4914,0.419344,0.0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5887,MIHMEW_freeONLY,5.45344,3.03678,5.44663,1.54809,0.0,0.0,838.3,541.507,0.4724,0.305151,0.0,"Nd,Pt",Yes,Pt,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5917,MIPHEA_freeONLY,8.84369,6.12845,8.43382,0.826184,1839.1,2226.02,0.0,0.0,0.6178,0.747776,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5964,MOBFIT_freeONLY,4.33054,2.68321,4.33054,2.39614,0.0,0.0,86.6241,36.1516,0.322,0.134383,0.0,"Co,Cs",Yes,Cs,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5969,MODMOH_charged,4.80016,2.61164,4.79866,1.66795,0.0,0.0,513.641,307.947,0.4958,0.29725,0.0,Cd,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5971,MODNAU_charged,4.86966,3.5837,4.85998,1.61768,883.144,545.932,0.0,0.0,0.542,0.335048,0.0,Cd,Yes,Cd,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5974,MODNOI_ion_b,4.69367,3.76314,4.57829,1.59692,967.946,606.132,0.0371682,0.0232749,0.536,0.335646,0.0,Cd,Yes,Cd,ion_b,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5975,MODNUO_ion_b,4.66372,3.69734,4.59177,1.60534,930.362,579.543,0.167447,0.104306,0.5352,0.333388,0.0,Cd,Yes,Cd,ion_b,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5976,MODPAW_charged,5.25387,2.47064,5.25387,1.67942,0.0,0.0,395.962,235.773,0.4874,0.290219,0.0,Cd,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5977,MODPEA_charged,5.29068,2.46235,5.29068,1.67149,0.0,0.0,406.828,243.392,0.4892,0.292672,0.0,Cd,Yes,Cd,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5979,MOFLAV_freeONLY,10.54329,3.57347,10.52917,0.805812,1404.44,1742.89,0.0,0.0,0.6326,0.785046,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5980,MOFPEE_freeONLY,3.97397,2.77932,3.93299,2.10723,0.0,0.0,583.124,276.725,0.4978,0.236234,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5982,MOGVAG_freeONLY,3.88706,2.64725,3.88706,2.02904,0.0,0.0,104.366,51.436,0.3922,0.193293,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5993,MONQIR_freeONLY,4.53055,3.13355,4.52008,1.258,0.0,0.0,663.463,527.393,0.4724,0.375515,0.0,Li,Yes,Li,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6003,MOQNUB_freeONLY,4.13558,3.42781,4.13558,1.61589,456.737,282.654,0.0,0.0,0.4966,0.307323,0.0,Mg,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6015,MOVKOZ_freeONLY,5.21247,3.83096,5.21247,1.33726,1397.77,1045.25,0.0,0.0,0.553,0.413531,0.0,"Tb,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6058,MUFXUI_freeONLY,3.95569,2.93529,3.95569,2.18782,0.0,0.0,225.902,103.255,0.387,0.176889,0.0,Tb,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6059,MUFYAP_freeONLY,3.92613,2.9546,3.92613,2.17604,0.0,0.0,215.261,98.9233,0.385,0.176927,0.0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6074,MUKRAN_freeONLY,9.33131,3.70181,9.21377,0.943396,1985.13,2104.24,0.0,0.0,0.6352,0.673313,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6077,MULSER_freeONLY,4.98913,3.79488,4.98913,3.54557,741.999,209.275,0.0,0.0,0.436,0.12297,0.0,U,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6097,MURBEI_freeONLY,7.16636,5.68293,7.16636,0.873364,2436.63,2789.93,0.0,0.0,0.6948,0.795545,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6103,MUSCAG_freeONLY,4.32024,2.40978,4.31219,1.51373,0.0,0.0,335.883,221.892,0.4626,0.305604,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6107,MUTCEL_freeONLY,5.4486,3.91799,5.44044,1.08037,1234.45,1142.62,0.0,0.0,0.549,0.508159,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6113,MUVGOA_freeONLY,5.03839,3.5374,4.60238,0.993755,720.941,725.471,502.862,506.022,0.5306,0.533934,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6114,MUVGUG_freeONLY,5.3049,3.8372,5.3049,0.980252,740.547,755.465,511.645,521.952,0.5644,0.57577,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6115,MUVHAN_freeONLY,5.19525,3.68882,5.00213,0.984437,787.185,799.629,502.322,510.263,0.5542,0.562961,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6116,MUVHER_freeONLY,5.24679,3.7317,5.24381,0.97664,759.504,777.67,505.736,517.833,0.5526,0.565818,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6122,MUWRON_freeONLY,11.12049,5.06367,11.12036,0.82176,2479.03,3016.73,0.0,0.0,0.7038,0.856455,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6157,NAFGOR_freeONLY,5.1287,2.47931,5.06938,1.24597,0.0,0.0,758.011,608.369,0.5474,0.439336,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6173,NAHFOU_freeONLY,5.06142,2.85562,5.04798,1.28207,0.0,0.0,629.169,490.745,0.5082,0.39639,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6177,NAHHOW_freeONLY,11.12222,5.35981,11.12222,0.809709,2537.75,3134.15,0.0,0.0,0.7078,0.874141,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6202,NAQLAT_freeONLY,4.64703,3.46824,4.64703,1.28807,834.719,648.039,0.0,0.0,0.5062,0.392991,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6216,NASHAS_freeONLY,3.6982,2.71929,3.68451,2.30321,0.0,0.0,134.565,58.4249,0.4244,0.184265,0.0,"Bi,Sm",Yes,Bi,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6266,NECZAY_freeONLY,4.68391,2.82081,4.55068,1.48371,0.0,0.0,545.372,367.574,0.4714,0.317717,0.0,Be,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6267,NEDJAJ_freeONLY,4.22916,2.4465,4.22094,2.04506,0.0,0.0,232.83,113.85,0.4352,0.212805,0.0,"K,Mo,Cs",Yes,K,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6270,NEDMEP_freeONLY,4.8267,2.86336,4.82007,1.68825,0.0,0.0,899.075,532.547,0.585,0.346512,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6300,NEKMUN_freeONLY,5.69957,3.6274,5.51939,1.30616,1011.9,774.717,0.0,0.0,0.4788,0.366572,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6311,NERNON_charged,6.35292,3.79738,6.26017,1.1566,1285.87,1111.77,0.0,0.0,0.5552,0.480028,0.0,"Yb,Ni",No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6324,NESVEO_charged,10.20306,4.32155,10.18509,0.904718,2332.63,2578.3,0.0,0.0,0.6856,0.757805,0.0,Zn,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6358,NIBHUC_freeONLY,16.22518,10.51376,16.22518,0.457999,1983.94,4331.75,0.0,0.0,0.8254,1.80219,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6373,NIFYOS_charged,4.24016,2.53939,4.22534,1.87595,0.0,0.0,110.995,59.1673,0.363,0.193502,0.0,"Co,Lu",No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6374,NIFYUY_charged,4.15669,2.51406,4.15669,1.90598,0.0,0.0,89.9441,47.1905,0.3582,0.187935,0.0,"Co,Tm",No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6375,NIFZAF_charged,4.17253,2.45555,4.11089,1.85067,0.0,0.0,99.2507,53.6295,0.3742,0.202197,0.0,"Co,Ho",No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6376,NIFZEJ_charged,4.12175,2.40891,4.07482,1.87,0.0,0.0,98.1237,52.4724,0.35,0.187165,0.0,"Dy,Co",No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6377,NIFZIN_charged,4.18418,2.51288,4.16421,1.85544,0.0,0.0,79.4149,42.8012,0.3532,0.19036,0.0,"Tb,Co",No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6398,NIJVAF_freeONLY,4.64742,3.13719,4.53718,1.28606,0.0,0.0,696.662,541.701,0.4536,0.352704,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6412,NIKJOH_freeONLY,5.64728,3.00956,5.6353,1.34801,0.0,0.0,794.759,589.58,0.4516,0.335013,0.0,Sm,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6444,NINVAI_freeONLY,11.85606,6.40748,11.85606,0.818223,2181.06,2665.61,0.0,0.0,0.7028,0.858935,0.0,Fe,Yes,Fe,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6465,NIWZIE09_freeONLY,2.94829,2.40622,2.94829,1.41143,0.0,0.0,0.0,0.0,0.4258,0.30168,0.0,Mg,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6476,NIXGIM_freeONLY,5.89002,4.11735,5.89002,1.13414,748.182,659.694,115.507,101.845,0.4764,0.420056,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6480,NIYJAI_freeONLY,5.86863,4.46882,5.70658,1.13108,1072.3,948.033,0.0,0.0,0.5246,0.463806,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6496,NODKOH_freeONLY,5.43236,4.50864,5.43124,1.13216,1084.8,958.172,0.0,0.0,0.5418,0.478554,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6546,NUBBAP_freeONLY,11.10621,3.9512,11.10201,0.850012,2247.31,2643.86,10.3766,12.2076,0.7286,0.857164,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6613,NUYWOU_freeONLY,4.72881,2.51071,4.72472,1.29459,0.0,0.0,425.874,328.964,0.4644,0.358723,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6633,OBIBEJ_freeONLY,6.31212,3.56108,5.63424,0.964806,1130.85,1172.1,0.0,0.0,0.5354,0.55493,0.0,Ca,Yes,Ca,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6686,ODEKAL_freeONLY,3.74631,2.82242,3.73986,2.76034,0.0,0.0,105.347,38.1646,0.3514,0.127303,0.0,"In,Li",Yes,Li,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6697,ODODUI_freeONLY,11.00214,7.13064,11.00214,0.633262,2246.04,3546.78,0.0,0.0,0.7576,1.19634,0.0,"Zn,Si",Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6744,OGIBOV_freeONLY,4.29925,3.68277,4.29768,2.42877,736.158,303.099,0.0,0.0,0.457,0.188161,0.0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6756,OGUPIQ_freeONLY,5.20519,3.18751,5.19967,1.66577,0.0,0.0,531.019,318.783,0.42,0.252136,0.0,Co,Yes,Co,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6766,OHAKIS_freeONLY,5.22451,4.43244,5.1107,1.2284,1098.1,893.932,0.0,0.0,0.5162,0.420223,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6814,OKELOH_freeONLY,4.42328,3.40802,4.39617,0.903668,1931.69,2137.61,0.0,0.0,0.6342,0.701806,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6822,OKIMAY_freeONLY,4.37317,3.27288,4.28606,1.26301,0.0,0.0,605.421,479.347,0.5054,0.400155,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6863,OKUTAR_freeONLY,10.98199,6.35591,10.98199,0.660572,2299.33,3480.81,0.0,0.0,0.7416,1.12266,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6873,OLEKUL_freeONLY,5.61758,3.34547,5.61029,1.32311,678.445,512.767,96.9556,73.2788,0.4522,0.341772,0.0,"Cu,Pd,Na",Yes,"Cu,Pd",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6875,OLELAS_freeONLY,5.59164,3.3526,5.57596,1.41291,677.967,479.837,88.5188,62.6498,0.4552,0.322171,0.0,"Cu,Na,Pt",Yes,"Cu,Pt",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6888,OLOYOF_freeONLY,10.67083,3.8279,10.67083,0.863453,2370.87,2745.8,0.0,0.0,0.7088,0.82089,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6896,OMAMEU_freeONLY,5.49135,3.67927,5.47427,2.11811,864.611,408.199,0.0,0.0,0.4996,0.23587,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6899,OMIMEE_freeONLY,16.54568,5.20517,16.52194,0.797068,2222.83,2788.76,0.0,0.0,0.7496,0.940447,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6902,OMITUB_freeONLY,17.41553,5.2391,17.39696,0.738838,2277.73,3082.85,0.0,0.0,0.7678,1.0392,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6914,ONALEV_freeONLY,4.3195,3.1355,4.30795,2.23926,0.0,0.0,383.848,171.417,0.456,0.203639,0.0,"Zn,Mn",Yes,"Zn,Mn",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6919,ONEJUN_freeONLY,5.09826,4.24717,5.09238,3.50626,1299.33,370.574,0.0,0.0,0.4848,0.138267,0.0,"Cu,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6923,ONODOM_freeONLY,5.43775,3.24635,5.43775,1.32566,0.0,0.0,826.69,623.605,0.4684,0.353333,0.0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6930,OPAMOI_freeONLY,4.09526,2.95332,4.09526,1.82494,0.0,0.0,457.644,250.772,0.488,0.267406,0.0,"Co,V",Yes,V,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6937,OPEGOG_freeONLY,4.85395,2.95666,4.8163,2.48521,0.0,0.0,347.007,139.629,0.4012,0.161435,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6951,OPOCUS_freeONLY,4.34659,2.57411,4.32376,1.81276,0.0,0.0,396.077,218.493,0.4598,0.253646,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6959,OQANIE_freeONLY,7.73235,4.06557,7.67743,1.11428,1117.95,1003.3,188.234,168.93,0.5776,0.518364,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6970,OQIZUL_freeONLY,11.20516,3.35812,11.20516,0.98957,1229.67,1242.64,400.94,405.166,0.6488,0.655638,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6993,ORAJOH_freeONLY,3.83239,2.51537,3.83239,3.1328,0.0,0.0,27.0815,8.64451,0.316,0.100868,0.0,"K,Re,Lu",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
6995,ORAKUO_freeONLY,3.96957,2.50299,3.74569,3.1138,0.0,0.0,62.8244,20.1762,0.3194,0.102576,0.0,"K,Re,Yb",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7009,OROLUD_freeONLY,4.90586,4.18695,4.898,1.66342,1280.2,769.617,0.0,0.0,0.5884,0.353728,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7025,OSUGUG_freeONLY,5.24214,3.30982,5.22706,0.971684,0.0,0.0,1204.26,1239.35,0.5744,0.591138,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7031,OSUVIJ_freeONLY,5.35945,4.32735,5.35945,1.3296,1283.21,965.114,0.0,0.0,0.5444,0.409448,0.0,"U,Si",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7077,OTODIM_freeONLY,4.28775,2.92748,3.97402,1.31806,0.0,0.0,315.0,238.987,0.4786,0.363109,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7089,OTUXUX_freeONLY,4.86145,3.74941,4.84403,1.24376,901.8,725.062,0.0,0.0,0.4716,0.379174,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7107,OWAVOY_freeONLY,8.02011,4.26959,8.02011,1.00925,2055.28,2036.44,0.0,0.0,0.642,0.636114,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7134,OWUJIB_freeONLY,4.40092,2.42813,4.36795,1.36193,0.0,0.0,429.922,315.671,0.4664,0.342455,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7143,OXANOR_freeONLY,5.61626,3.94053,5.61128,1.31022,873.818,666.924,0.0,0.0,0.4776,0.364519,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7144,OXANUX_freeONLY,5.44692,3.89192,5.21625,1.26211,1056.99,837.477,0.0,0.0,0.5026,0.398222,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7145,OXAPAF_freeONLY,5.22288,3.96101,5.20152,1.29111,856.882,663.678,0.0,0.0,0.4854,0.375955,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7208,PAKXIK_freeONLY,5.16975,3.29151,5.16975,1.42653,0.0,0.0,707.71,496.105,0.477,0.334377,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7225,PAPPED_freeONLY,3.63331,2.44359,3.63331,1.17812,0.0,0.0,66.0073,56.0277,0.4532,0.384681,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7226,PAPPIH_freeONLY,3.83347,2.61175,3.83347,1.15257,0.0,0.0,145.715,126.426,0.4648,0.403272,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7229,PAPVAF_freeONLY,8.42368,5.13295,8.41111,0.952879,2218.78,2328.5,0.0,0.0,0.673,0.706281,0.0,Pr,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7272,PEFSEA_freeONLY,4.38811,2.87938,4.38811,1.28358,0.0,0.0,503.068,391.926,0.5232,0.407611,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7274,PEFTAX_freeONLY,4.53798,2.87105,4.42771,1.28344,0.0,0.0,549.949,428.498,0.4986,0.388489,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7288,PEJFOA_freeONLY,3.9176,3.26833,3.9176,2.32718,0.0,0.0,127.924,54.9695,0.4136,0.177726,0.0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7297,PEJPIF_charged,5.04054,3.8225,4.98288,1.26802,1172.73,924.846,0.0,0.0,0.5342,0.421285,0.0,Zn,Yes,Zn,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7324,PENYIR_freeONLY,5.70014,3.65365,5.70014,1.72099,830.41,482.518,65.5148,38.068,0.4888,0.284022,0.0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7342,PEQTIQ_freeONLY,4.17022,3.04853,4.17022,1.77622,0.0,0.0,190.9,107.476,0.3994,0.22486,0.0,"Cu,Dy",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7353,PEVJOQ_freeONLY,2.98563,2.46263,2.98563,1.53361,0.0,0.0,0.0,0.0,0.3724,0.242825,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7359,PEVQIQ_freeONLY,5.1676,2.65141,5.15923,2.21238,0.0,0.0,633.546,286.364,0.3972,0.179535,0.0,Fe,Yes,Fe,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
